Sale_Price,Street,Utilities,Total_Bsmt_SF,Bedroom_AbvGr,Garage_Cars,Pool_Area,Gr_Liv_Area,Fireplaces,Lot_Area,TotRms_AbvGrd
130000,Pave,AllPub,926,3,2,0,1316,0,5500,6
119000,Pave,AllPub,827,3,1,0,1251,0,6900,6
129000,Pave,AllPub,1027,3,1,0,1633,1,11851,7
100000,Pave,AllPub,1008,3,1,0,1245,0,8239,6
12789,Pave,AllPub,678,2,2,0,832,1,9656,5
105900,Pave,AllPub,624,2,2,0,720,0,8520,5
150000,Pave,AllPub,930,3,1,0,1566,0,9600,7
139000,Pave,AllPub,686,4,1,0,1652,0,10800,7
240000,Pave,AllPub,346,3,2,0,2268,0,9000,7
76500,Pave,AllPub,840,4,0,0,2256,0,9045,12
149700,Pave,AllPub,912,2,2,0,1236,0,7407,6
125500,Pave,AllPub,622,3,2,0,1363,0,7740,6
122500,Pave,AllPub,777,4,2,0,2290,0,11340,11
140750,Pave,AllPub,738,2,2,0,1470,0,10560,6
128500,Pave,AllPub,988,3,1,0,1612,0,5830,7
209500,Pave,AllPub,1108,3,1,0,2068,1,7793,8
87000,Pave,AllPub,765,2,1,0,765,0,5000,4
134000,Pave,AllPub,608,2,1,0,1132,0,6000,5
128000,Pave,AllPub,572,3,2,0,1196,2,6000,6
132000,Pave,AllPub,835,3,1,0,1453,2,6360,7
139900,Pave,AllPub,780,3,1,0,1416,0,6000,6
123900,Pave,AllPub,528,2,2,0,1040,0,6240,5
138400,Pave,AllPub,928,4,2,0,1536,1,6240,7
109500,Pave,AllPub,1124,2,1,0,1068,1,6120,5
140000,Pave,AllPub,576,3,2,0,1710,0,10300,9
149500,Pave,AllPub,888,4,2,0,1962,1,8094,9
159900,Pave,AllPub,780,3,0,0,1560,0,12900,7
122000,Pave,AllPub,662,3,1,0,1324,0,3068,6
110000,Grvl,AllPub,816,2,2,0,816,0,8472,5
55000,Pave,AllPub,0,3,0,0,1092,0,5600,7
140000,Pave,AllPub,360,4,2,0,1812,1,7630,8
244400,Pave,AllPub,1032,4,1,0,2403,2,24090,10
173000,Pave,AllPub,1422,3,1,0,1675,2,15263,8
107500,Pave,AllPub,689,3,1,0,1224,0,10632,6
100000,Pave,AllPub,1212,3,0,0,1392,0,9900,6
95000,Pave,AllPub,600,3,1,0,919,0,6001,5
93369,Pave,AllPub,707,4,0,0,1884,0,6449,7
114900,Pave,AllPub,856,2,2,0,1680,1,6048,7
94000,Pave,AllPub,780,2,0,0,1020,0,6342,6
136000,Pave,AllPub,1832,4,0,0,1832,0,10773,8
136500,Pave,AllPub,1768,4,0,0,1768,0,10778,8
131500,Pave,AllPub,1039,3,2,0,1039,0,11625,6
121500,Pave,AllPub,1392,3,2,0,1392,1,11341,5
125000,Pave,AllPub,912,3,1,0,912,1,8521,5
154000,Pave,AllPub,1060,3,1,0,1060,1,8246,6
137900,Pave,AllPub,864,3,1,0,892,0,7800,5
158000,Pave,AllPub,663,4,1,0,1352,0,9364,7
137250,Pave,AllPub,864,2,1,0,864,0,7832,4
160250,Pave,AllPub,1319,3,2,0,1373,2,7424,5
163000,Pave,AllPub,720,4,2,0,1440,2,11227,7
158900,Pave,AllPub,672,3,2,0,1386,1,11616,6
328000,Pave,AllPub,1306,3,2,0,2260,0,14000,7
270000,Pave,AllPub,1420,1,2,0,1483,2,20062,4
85000,Pave,AllPub,660,2,2,0,756,0,9259,4
128000,Pave,AllPub,1067,2,2,0,1067,0,9600,4
260000,Pave,AllPub,1332,0,2,0,1524,1,23595,4
230000,Pave,AllPub,1117,4,2,0,1981,1,17082,8
124000,Pave,AllPub,972,4,1,0,1610,1,18600,8
83000,Pave,AllPub,458,2,1,0,835,0,10625,5
144500,Pave,AllPub,663,3,1,0,1074,1,11479,6
129000,Pave,AllPub,1144,3,1,0,1144,0,9571,6
127000,Pave,AllPub,756,3,1,0,1531,1,9350,8
128000,Pave,AllPub,1172,3,1,0,1172,0,9525,5
186000,Pave,AllPub,1212,3,2,0,1212,0,10420,6
308030,Pave,AllPub,1508,1,2,0,1508,2,17485,5
114000,Pave,AllPub,1250,3,2,0,1298,0,11200,5
84900,Pave,AllPub,0,2,1,0,930,0,11100,6
178000,Pave,AllPub,741,3,2,0,1732,1,9206,7
270000,Pave,AllPub,1433,1,2,0,1433,2,11980,4
218000,Pave,AllPub,946,3,4,0,1802,1,12361,8
236000,Pave,AllPub,1050,3,2,0,1949,1,9938,8
147000,Pave,AllPub,936,2,2,0,996,0,9069,5
245350,Pave,AllPub,1694,3,3,0,1694,0,10475,7
206000,Pave,AllPub,1187,2,2,0,1208,0,6762,6
198900,Pave,AllPub,1226,3,3,0,1226,0,10402,6
187000,Pave,AllPub,1222,2,2,0,1222,0,7360,6
320000,Pave,AllPub,1673,5,3,0,3222,2,12376,11
138500,Pave,AllPub,676,3,2,0,1445,0,14235,6
155000,Pave,AllPub,1010,3,2,0,1052,0,8816,6
159000,Pave,AllPub,870,2,2,0,965,0,11105,4
191000,Pave,AllPub,878,3,2,0,1692,1,9337,8
200500,Pave,AllPub,804,3,2,0,1682,0,8750,7
150000,Pave,AllPub,1026,3,1,0,1026,0,15240,5
161750,Pave,AllPub,689,3,1,0,1392,0,10900,6
128200,Pave,AllPub,894,3,1,0,894,0,10650,5
127000,Pave,AllPub,876,3,2,0,876,0,7480,5
318000,Pave,AllPub,1978,3,3,0,1978,1,10389,8
272000,Pave,AllPub,1581,3,2,0,1601,1,11423,6
237000,Pave,AllPub,941,3,2,0,1829,1,9548,7
240000,Pave,AllPub,1040,4,2,0,2098,1,9375,9
224900,Pave,AllPub,1649,3,2,0,1661,0,12137,6
143750,Pave,AllPub,848,1,2,0,848,0,4435,4
143000,Pave,AllPub,848,1,2,0,848,0,4426,3
232000,Pave,AllPub,1657,3,2,0,1668,1,10635,8
213000,Pave,AllPub,1473,3,2,0,1484,0,8400,7
185500,Pave,AllPub,1414,3,2,0,1414,0,8773,6
84900,Pave,AllPub,0,2,1,0,640,0,8777,5
155891,Pave,AllPub,381,3,1,0,992,0,8842,6
100000,Pave,AllPub,0,4,0,0,1664,0,9825,8
144000,Pave,AllPub,1196,3,1,0,1196,0,10044,6
64000,Pave,AllPub,744,2,2,0,1120,0,11792,5
125200,Pave,AllPub,1008,3,1,0,1096,1,6305,5
107000,Pave,AllPub,1029,3,2,0,1117,1,7819,6
90000,Pave,AllPub,960,3,0,0,960,0,6410,5
140000,Pave,AllPub,1121,2,2,0,1121,0,8546,5
113000,Pave,AllPub,735,3,1,0,1487,1,8741,7
80000,Pave,AllPub,672,2,1,0,924,0,12180,5
144500,Pave,AllPub,1216,4,1,0,1526,1,8562,7
104000,Pave,AllPub,1107,2,1,0,1296,1,4853,5
128000,Pave,AllPub,806,4,1,0,1647,0,6858,6
58500,Pave,AllPub,864,2,1,0,864,0,8212,5
127000,Pave,AllPub,1026,3,1,0,1691,1,5000,6
126000,Pave,AllPub,856,2,2,0,856,1,7890,4
160000,Pave,AllPub,0,6,0,0,2650,0,7200,10
100000,Pave,AllPub,894,3,0,0,1666,1,9839,7
169000,Pave,AllPub,804,4,1,0,2447,1,9638,10
257500,Pave,AllPub,1528,4,1,0,2133,2,10452,8
215000,Pave,AllPub,1032,5,2,0,2177,0,15600,11
266500,Pave,AllPub,1152,4,1,0,2340,2,9042,9
335000,Pave,AllPub,1902,3,2,0,1902,2,17500,7
203135,Pave,AllPub,423,3,2,0,1652,0,19645,6
185000,Pave,AllPub,982,1,2,0,1034,1,3907,4
162500,Pave,AllPub,1191,2,2,0,1191,1,3907,5
289000,Pave,AllPub,1501,1,2,0,1801,2,15602,6
125500,Pave,AllPub,796,3,1,0,1154,0,5436,7
82000,Pave,AllPub,480,1,1,0,540,0,8154,4
110000,Pave,AllPub,629,2,1,0,1107,0,9140,5
68400,Pave,AllPub,698,2,2,0,1128,0,7500,6
102776,Pave,AllPub,859,2,1,0,1178,0,8712,7
55993,Grvl,AllPub,540,2,2,0,1044,0,8712,4
50138,Grvl,AllPub,756,3,1,0,952,0,8712,5
246000,Pave,AllPub,1594,2,2,0,1646,1,3811,5
254900,Pave,AllPub,1049,3,3,0,1916,1,11050,8
190000,Pave,AllPub,1243,3,2,0,1285,1,9620,6
201000,Pave,AllPub,1560,3,2,0,1560,0,9196,7
169900,Pave,AllPub,1012,3,3,0,1034,0,12328,6
170000,Pave,AllPub,1958,5,2,0,2048,0,12760,9
160000,Pave,AllPub,747,3,2,0,1687,2,57200,7
220000,Pave,AllPub,1336,3,3,0,1346,1,11896,6
179781,Pave,AllPub,1214,2,2,0,1214,0,9803,6
174000,Pave,AllPub,384,3,2,0,1444,0,9802,7
269500,Pave,AllPub,774,4,3,0,1968,1,12003,8
214900,Pave,AllPub,817,4,2,0,1894,1,11316,8
202900,Pave,AllPub,967,4,2,0,1908,0,14191,9
378500,Pave,AllPub,2002,3,3,0,2018,1,13214,10
169000,Pave,AllPub,1068,2,2,0,1264,1,15300,7
173500,Pave,AllPub,1430,3,2,0,1430,0,10114,7
139000,Pave,AllPub,912,4,0,0,1824,0,9400,8
166500,Pave,AllPub,1344,3,2,0,1344,1,11875,7
83500,Pave,AllPub,546,3,1,0,1092,0,1974,6
119500,Pave,AllPub,945,2,1,0,945,1,2394,5
85000,Pave,AllPub,536,3,1,0,1112,0,2592,4
76000,Pave,AllPub,546,3,0,0,1092,0,1476,5
75500,Pave,AllPub,630,1,0,0,630,0,1491,3
88250,Pave,AllPub,546,3,0,0,1092,0,1900,5
85500,Pave,AllPub,546,3,1,0,1092,0,1890,5
130000,Pave,AllPub,864,3,1,0,874,0,6953,5
157900,Pave,AllPub,1188,3,1,0,1188,0,26142,6
149900,Pave,AllPub,833,2,2,0,833,0,12887,5
159000,Pave,AllPub,1216,4,2,0,2432,0,7700,10
136000,Pave,AllPub,624,3,2,0,1274,0,10475,6
161000,Pave,AllPub,864,5,1,0,1479,0,10544,8
285000,Pave,AllPub,1679,3,2,0,1803,2,9892,6
231000,Pave,AllPub,1152,3,2,0,1797,1,12961,7
124500,Pave,AllPub,882,2,1,0,882,0,13008,5
157000,Pave,AllPub,1434,4,2,0,1434,1,10200,7
345000,Pave,AllPub,1952,4,2,0,2704,3,13860,9
189500,Pave,AllPub,945,3,2,0,1608,1,10179,7
270000,Pave,AllPub,1008,4,3,0,2283,1,11792,9
189000,Pave,AllPub,384,3,2,0,1628,1,8400,7
377500,Pave,AllPub,1746,3,3,0,1746,2,14892,7
168500,Pave,AllPub,384,3,2,0,1474,1,8530,7
375000,Pave,AllPub,2208,1,2,0,2522,1,7296,8
278000,Pave,AllPub,1501,2,2,0,1659,1,5664,5
240000,Pave,AllPub,1418,2,2,0,1478,0,7380,5
239500,Pave,AllPub,1587,2,2,0,1734,0,8013,6
177500,Pave,AllPub,384,3,2,0,1382,1,8923,7
185000,Pave,AllPub,832,3,2,0,1718,1,10141,7
191000,Pave,AllPub,952,3,2,0,1636,1,7500,7
178000,Pave,AllPub,799,3,2,0,1571,1,7837,7
185000,Pave,AllPub,680,3,2,0,1470,1,9765,6
181316,Pave,AllPub,707,3,2,0,1516,1,8803,7
166000,Pave,AllPub,1181,3,2,0,1190,1,7250,6
178000,Pave,AllPub,808,3,2,0,1593,1,9636,7
174000,Pave,AllPub,702,3,2,0,1481,1,8125,6
173000,Pave,AllPub,1158,3,2,0,1167,0,9248,6
225000,Pave,AllPub,978,3,2,0,1983,1,10762,9
180500,Pave,AllPub,1424,3,2,0,1442,0,11851,5
187500,Pave,AllPub,1220,1,2,0,1360,1,5814,4
501837,Pave,AllPub,2216,1,3,0,2234,1,17423,9
372500,Pave,AllPub,2046,3,3,0,2046,1,11844,7
260000,Pave,AllPub,1530,3,2,0,1530,1,16158,7
185000,Pave,AllPub,1122,3,2,0,1934,1,11900,6
260000,Pave,AllPub,845,4,2,0,2353,1,13005,10
181000,Pave,AllPub,1362,3,2,0,1586,1,17043,7
82500,Pave,AllPub,1386,3,2,0,1411,1,11900,6
215000,Pave,AllPub,1602,3,2,0,1602,1,16635,8
154000,Pave,AllPub,832,4,2,0,2050,1,13250,8
200000,Pave,AllPub,1427,3,2,0,1671,1,10928,7
249000,Pave,AllPub,1043,4,2,0,2673,1,12388,9
187500,Pave,AllPub,1372,3,2,0,1472,2,14115,6
184000,Pave,AllPub,1140,3,2,0,1707,1,11088,7
278000,Pave,AllPub,2524,4,2,0,2524,1,9600,9
157000,Pave,AllPub,1271,3,2,0,1601,1,11880,7
152000,Pave,AllPub,1090,3,2,0,1370,1,10400,6
197500,Pave,AllPub,780,4,2,0,1868,1,10304,9
240900,Pave,AllPub,926,3,2,0,1884,1,7000,7
263435,Pave,AllPub,832,3,2,0,1935,0,8004,8
220000,Pave,AllPub,1058,3,2,0,1874,1,7500,7
235000,Pave,AllPub,972,3,2,0,1811,1,8470,7
213000,Pave,AllPub,1621,3,2,0,1621,2,9373,7
167900,Pave,AllPub,1116,3,2,0,1116,1,10140,6
158000,Pave,AllPub,1176,3,2,0,1193,1,11050,5
165000,Pave,AllPub,1064,3,2,0,1350,1,10140,7
158000,Pave,AllPub,689,3,2,0,2119,1,10448,7
136000,Pave,AllPub,896,4,0,0,1792,0,9000,8
148500,Pave,AllPub,1002,3,2,0,1002,0,8750,5
156000,Pave,AllPub,1026,3,2,0,1026,0,7930,5
128000,Pave,AllPub,1180,2,2,0,1180,0,7830,6
143000,Pave,AllPub,1043,3,1,0,1050,0,8510,6
76500,Pave,AllPub,864,3,2,0,864,0,7038,5
120500,Pave,AllPub,864,3,2,0,864,0,6960,5
124500,Pave,AllPub,864,3,2,0,864,0,8120,5
97000,Pave,AllPub,864,2,2,0,864,0,10500,4
130000,Pave,AllPub,864,3,2,0,864,0,9000,5
111000,Pave,AllPub,483,2,1,0,987,0,1680,5
125000,Pave,AllPub,765,3,2,0,1365,0,2368,7
112000,Pave,AllPub,630,3,1,0,1302,0,1680,6
97000,Pave,AllPub,483,2,1,0,987,0,1680,5
118000,Pave,AllPub,483,2,1,0,987,0,1680,5
119500,Pave,AllPub,630,3,1,0,1302,0,1680,6
143750,Pave,AllPub,958,2,2,0,958,0,4928,5
146000,Pave,AllPub,804,3,2,0,1548,1,2308,7
148500,Pave,AllPub,855,3,2,0,1456,1,2280,7
123000,Pave,AllPub,1057,2,2,0,1055,1,2280,4
147000,Pave,AllPub,855,3,2,0,1322,1,2308,6
137900,Pave,AllPub,855,3,2,0,1456,1,2349,6
147000,Pave,AllPub,804,3,2,0,1548,1,2364,7
148500,Pave,AllPub,855,3,2,0,1441,1,2289,7
138000,Pave,AllPub,855,3,2,0,1456,1,2364,6
128500,Pave,AllPub,836,2,1,0,836,0,2104,5
100000,Pave,AllPub,892,3,1,0,892,0,7150,5
148800,Pave,AllPub,864,3,2,0,1120,1,10710,5
337500,Pave,AllPub,1700,3,3,0,1718,1,12456,7
462000,Pave,AllPub,1776,4,3,0,2772,3,14257,10
485000,Pave,AllPub,1926,4,3,0,3140,2,13518,11
555000,Pave,AllPub,3094,2,3,0,2402,2,15431,10
325000,Pave,AllPub,1652,2,2,0,1652,2,13173,6
256300,Pave,AllPub,1566,3,3,0,1600,1,14230,7
253293,Pave,AllPub,2042,3,3,0,2042,1,12704,8
398800,Pave,AllPub,1365,3,3,0,2690,1,12350,8
335000,Pave,AllPub,1104,3,3,0,2184,1,11308,10
404000,Pave,AllPub,2020,3,3,0,2020,1,12350,7
402861,Pave,AllPub,2006,3,3,0,2020,1,12220,9
451950,Pave,AllPub,1722,3,3,0,2296,1,13478,10
610000,Pave,AllPub,2630,2,3,0,2674,2,13693,8
582933,Pave,AllPub,1734,4,3,0,2822,1,13891,12
360000,Pave,AllPub,1736,3,3,0,1736,1,11578,7
296000,Pave,AllPub,1782,3,3,0,1782,2,16870,7
409900,Pave,AllPub,1508,5,3,0,2520,1,23303,10
255500,Pave,AllPub,1709,3,3,0,1717,1,11146,7
335000,Pave,AllPub,1739,3,3,0,1743,1,10367,8
274900,Pave,AllPub,1713,3,3,0,1713,1,9591,7
300000,Pave,AllPub,1504,2,3,0,1531,1,10872,6
324000,Pave,AllPub,1774,3,3,0,1808,1,13514,7
350000,Pave,AllPub,1462,4,3,0,2224,1,8834,10
280000,Pave,AllPub,1836,3,3,0,1836,1,11362,7
284000,Pave,AllPub,3206,3,3,0,1629,1,10655,7
269500,Pave,AllPub,1760,3,2,0,1760,1,12878,8
233170,Pave,AllPub,1502,3,2,0,1502,0,9541,7
386250,Pave,AllPub,2392,3,3,0,2392,1,13472,8
445000,Pave,AllPub,2452,3,3,0,2452,1,15274,10
290000,Pave,AllPub,1082,4,3,0,2400,1,13262,10
255900,Pave,AllPub,1598,3,3,0,1606,1,9658,6
213000,Pave,AllPub,1358,2,2,0,1358,1,6904,6
196000,Pave,AllPub,1306,1,2,0,1306,1,5381,5
184500,Pave,AllPub,1306,1,2,0,1306,1,5122,5
